[WARN]  Running against a source checkout. In order to get our runtime dependencies we'll have to invoke Maven. Depending on the state of your system, this may take ~30-45 seconds
[DEBUG]  Running 'mvn -pl site.ycsb:foundationdb-binding -am package -DskipTests dependency:build-classpath -DincludeScope=compile -Dmdep.outputFilterFile=true'
java -cp /users/gyming/YCSB/foundationdb/conf:/users/gyming/YCSB/foundationdb/target/foundationdb-binding-0.18.0-SNAPSHOT.jar:/users/gyming/.m2/repository/org/apache/htrace/htrace-core4/4.1.0-incubating/htrace-core4-4.1.0-incubating.jar:/users/gyming/.m2/repository/org/slf4j/slf4j-api/1.7.25/slf4j-api-1.7.25.jar:/users/gyming/YCSB/foundationdb/fdb-java-7.2.5.jar:/users/gyming/.m2/repository/org/hdrhistogram/HdrHistogram/2.1.4/HdrHistogram-2.1.4.jar:/users/gyming/.m2/repository/org/slf4j/slf4j-log4j12/1.7.10/slf4j-log4j12-1.7.10.jar:/users/gyming/.m2/repository/log4j/log4j/1.2.17/log4j-1.2.17.jar:/users/gyming/.m2/repository/org/codehaus/jackson/jackson-mapper-asl/1.9.4/jackson-mapper-asl-1.9.4.jar:/users/gyming/.m2/repository/org/codehaus/jackson/jackson-core-asl/1.9.4/jackson-core-asl-1.9.4.jar:/users/gyming/YCSB/core/target/core-0.18.0-SNAPSHOT.jar site.ycsb.Client -db site.ycsb.db.foundationdb.FoundationDBClient -P /users/gyming/run_ycsb/workloads/1GB/workload_insert -threads 1 -s -load
Command line: -db site.ycsb.db.foundationdb.FoundationDBClient -P /users/gyming/run_ycsb/workloads/1GB/workload_insert -threads 1 -s -load
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
log4j:WARN No appenders could be found for logger (org.apache.htrace.core.Tracer).
log4j:WARN Please initialize the log4j system properly.
log4j:WARN See http://logging.apache.org/log4j/1.2/faq.html#noconfig for more info.
Starting test.
normal
start running at 2025.02.02.00:05:41
2025-02-02 00:05:41:130 0 sec: 0 operations; est completion in 0 second 
amd64
/lib/linux/amd64/libfdb_c.so
amd64
/lib/linux/amd64/libfdb_java.so
Open normal subspace
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2025-02-02 00:05:51:075 10 sec: 280 operations; 28 current ops/sec; est completion in 9 hours 55 minutes [INSERT: Count=280, Max=68031, Min=24864, Avg=32903.91, 90=34623, 99=41823, 99.9=68031, 99.99=68031] 
2025-02-02 00:07:41:074 120 sec: 3384 operations; 28.1 current ops/sec; est completion in 9 hours 49 minutes [INSERT: Count=280, Max=105663, Min=24768, Avg=35607.03, 90=41791, 99=66367, 99.9=105663, 99.99=105663] 
2025-02-02 00:07:51:074 130 sec: 3664 operations; 28 current ops/sec; est completion in 9 hours 49 minutes [INSERT: Count=280, Max=66751, Min=24592, Avg=35397.09, 90=44959, 99=58527, 99.9=66751, 99.99=66751] 
2025-02-02 00:08:01:074 140 sec: 3936 operations; 27.2 current ops/sec; est completion in 9 hours 50 minutes [INSERT: Count=272, Max=184447, Min=24944, Avg=37084.53, 90=42751, 99=66815, 99.9=184447, 99.99=184447] 
2025-02-02 00:08:11:074 150 sec: 4757 operations; 82.1 current ops/sec; est completion in 8 hours 43 minutes [INSERT: Count=822, Max=109887, Min=5476, Avg=12136.8, 90=33311, 99=45983, 99.9=58399, 99.99=109887] 
2025-02-02 00:08:21:074 160 sec: 5862 operations; 110.5 current ops/sec; est completion in 7 hours 32 minutes [INSERT: Count=1104, Max=58783, Min=5284, Avg=9028.85, 90=8439, 99=33119, 99.9=43999, 99.99=58783] 
2025-02-02 00:08:31:074 170 sec: 6942 operations; 108 current ops/sec; est completion in 6 hours 45 minutes [INSERT: Count=1080, Max=226047, Min=6192, Avg=9238.57, 90=8447, 99=30943, 99.9=93695, 99.99=226047] 
2025-02-02 00:08:41:074 180 sec: 8054 operations; 111.2 current ops/sec; est completion in 6 hours 9 minutes [INSERT: Count=1112, Max=43615, Min=5592, Avg=8975.71, 90=8439, 99=30991, 99.9=42879, 99.99=43615] 
2025-02-02 00:08:51:074 190 sec: 9155 operations; 110.1 current ops/sec; est completion in 5 hours 42 minutes [INSERT: Count=1101, Max=50463, Min=5520, Avg=9063.68, 90=8447, 99=35391, 99.9=43391, 99.99=50463] 
2025-02-02 00:09:01:074 200 sec: 10266 operations; 111.1 current ops/sec; est completion in 5 hours 21 minutes [INSERT: Count=1111, Max=52671, Min=6816, Avg=8987.63, 90=8423, 99=31071, 99.9=43519, 99.99=52671] 
2025-02-02 00:09:11:074 210 sec: 11381 operations; 111.5 current ops/sec; est completion in 5 hours 4 minutes [INSERT: Count=1115, Max=53215, Min=6764, Avg=8948.95, 90=8423, 99=30431, 99.9=43135, 99.99=53215] 
2025-02-02 00:09:21:074 220 sec: 12453 operations; 107.2 current ops/sec; est completion in 4 hours 50 minutes [INSERT: Count=1072, Max=161663, Min=6176, Avg=9318.45, 90=8447, 99=32127, 99.9=110463, 99.99=161663] 
2025-02-02 00:09:31:074 230 sec: 13565 operations; 111.2 current ops/sec; est completion in 4 hours 38 minutes [INSERT: Count=1112, Max=43903, Min=5576, Avg=8972.79, 90=8431, 99=31471, 99.9=43423, 99.99=43903] 
2025-02-02 00:09:41:074 240 sec: 14664 operations; 109.9 current ops/sec; est completion in 4 hours 28 minutes [INSERT: Count=1099, Max=67071, Min=5856, Avg=9085.57, 90=8423, 99=32287, 99.9=50399, 99.99=67071] 
2025-02-02 00:09:51:074 250 sec: 15742 operations; 107.8 current ops/sec; est completion in 4 hours 20 minutes [INSERT: Count=1078, Max=161919, Min=6816, Avg=9261.27, 90=8431, 99=41887, 99.9=71423, 99.99=161919] 
2025-02-02 00:10:01:074 260 sec: 16842 operations; 110 current ops/sec; est completion in 4 hours 12 minutes [INSERT: Count=1100, Max=49983, Min=5620, Avg=9048.44, 90=8439, 99=32159, 99.9=43967, 99.99=49983] 
2025-02-02 00:10:11:074 270 sec: 17938 operations; 109.6 current ops/sec; est completion in 4 hours 6 minutes [INSERT: Count=1096, Max=132607, Min=6444, Avg=9136.17, 90=8431, 99=30463, 99.9=50271, 99.99=132607] 
2025-02-02 00:10:21:074 280 sec: 19043 operations; 110.5 current ops/sec; est completion in 4 hours [INSERT: Count=1105, Max=43487, Min=6776, Avg=9036.98, 90=8431, 99=30751, 99.9=43423, 99.99=43487] 
2025-02-02 00:10:31:074 290 sec: 20139 operations; 109.6 current ops/sec; est completion in 3 hours 55 minutes [INSERT: Count=1096, Max=92031, Min=6764, Avg=9108.84, 90=8431, 99=31919, 99.9=90815, 99.99=92031] 
2025-02-02 00:10:41:074 300 sec: 21200 operations; 106.1 current ops/sec; est completion in 3 hours 50 minutes [INSERT: Count=1062, Max=149119, Min=5608, Avg=9403.94, 90=8447, 99=35423, 99.9=136191, 99.99=149119] 
2025-02-02 00:10:51:074 310 sec: 22314 operations; 111.4 current ops/sec; est completion in 3 hours 46 minutes [INSERT: Count=1113, Max=50527, Min=6676, Avg=8967.99, 90=8423, 99=31583, 99.9=45567, 99.99=50527] 
2025-02-02 00:11:01:074 320 sec: 23416 operations; 110.2 current ops/sec; est completion in 3 hours 42 minutes [INSERT: Count=1102, Max=43775, Min=6732, Avg=9061.14, 90=8431, 99=33247, 99.9=43455, 99.99=43775] 
2025-02-02 00:11:11:074 330 sec: 24514 operations; 109.8 current ops/sec; est completion in 3 hours 38 minutes [INSERT: Count=1098, Max=46911, Min=6044, Avg=9092.27, 90=8431, 99=33663, 99.9=46431, 99.99=46911] 
2025-02-02 00:11:21:074 340 sec: 25594 operations; 108 current ops/sec; est completion in 3 hours 35 minutes [INSERT: Count=1080, Max=165119, Min=6936, Avg=9244.33, 90=8439, 99=33407, 99.9=95295, 99.99=165119] 
2025-02-02 00:11:31:074 350 sec: 26690 operations; 109.6 current ops/sec; est completion in 3 hours 32 minutes [INSERT: Count=1096, Max=75007, Min=6328, Avg=9111.73, 90=8447, 99=31263, 99.9=46879, 99.99=75007] 
2025-02-02 00:11:41:074 360 sec: 27806 operations; 111.6 current ops/sec; est completion in 3 hours 29 minutes [INSERT: Count=1117, Max=43903, Min=6316, Avg=8939.78, 90=8439, 99=31391, 99.9=43007, 99.99=43903] 
2025-02-02 00:11:51:074 370 sec: 28884 operations; 107.8 current ops/sec; est completion in 3 hours 27 minutes [INSERT: Count=1077, Max=110143, Min=5616, Avg=9265.15, 90=8455, 99=33311, 99.9=81855, 99.99=110143] 
2025-02-02 00:12:01:074 380 sec: 29987 operations; 110.3 current ops/sec; est completion in 3 hours 24 minutes [INSERT: Count=1103, Max=50463, Min=7232, Avg=9056.05, 90=8439, 99=31231, 99.9=50111, 99.99=50463] 
2025-02-02 00:12:11:074 390 sec: 31095 operations; 110.8 current ops/sec; est completion in 3 hours 22 minutes [INSERT: Count=1108, Max=59711, Min=6388, Avg=9005.68, 90=8439, 99=30959, 99.9=43967, 99.99=59711] 
2025-02-02 00:12:21:074 400 sec: 32194 operations; 109.9 current ops/sec; est completion in 3 hours 20 minutes [INSERT: Count=1099, Max=66879, Min=6088, Avg=9086.97, 90=8439, 99=33375, 99.9=51967, 99.99=66879] 
2025-02-02 00:12:31:074 410 sec: 33263 operations; 106.9 current ops/sec; est completion in 3 hours 18 minutes [INSERT: Count=1069, Max=131711, Min=5588, Avg=9341.61, 90=8431, 99=41823, 99.9=101503, 99.99=131711] 
2025-02-02 00:12:41:074 420 sec: 34373 operations; 111 current ops/sec; est completion in 3 hours 16 minutes [INSERT: Count=1110, Max=58719, Min=6368, Avg=8992.48, 90=8423, 99=30639, 99.9=43263, 99.99=58719] 
2025-02-02 00:12:51:074 430 sec: 35490 operations; 111.7 current ops/sec; est completion in 3 hours 14 minutes [INSERT: Count=1117, Max=42783, Min=5328, Avg=8939.51, 90=8431, 99=29279, 99.9=33823, 99.99=42783] 
2025-02-02 00:13:01:074 440 sec: 36568 operations; 107.8 current ops/sec; est completion in 3 hours 13 minutes [INSERT: Count=1078, Max=150527, Min=6748, Avg=9262.63, 90=8439, 99=33759, 99.9=110399, 99.99=150527] 
2025-02-02 00:13:11:074 450 sec: 37678 operations; 111 current ops/sec; est completion in 3 hours 11 minutes [INSERT: Count=1110, Max=43679, Min=5664, Avg=8997.37, 90=8439, 99=32255, 99.9=42271, 99.99=43679] 
2025-02-02 00:13:21:074 460 sec: 38791 operations; 111.3 current ops/sec; est completion in 3 hours 9 minutes [INSERT: Count=1113, Max=43135, Min=7104, Avg=8968.25, 90=8431, 99=30639, 99.9=42975, 99.99=43135] 
2025-02-02 00:13:31:074 470 sec: 39899 operations; 110.8 current ops/sec; est completion in 3 hours 8 minutes [INSERT: Count=1108, Max=52383, Min=5812, Avg=9012.85, 90=8439, 99=32287, 99.9=42911, 99.99=52383] 
2025-02-02 00:13:41:074 480 sec: 40990 operations; 109.1 current ops/sec; est completion in 3 hours 7 minutes [INSERT: Count=1091, Max=113279, Min=5976, Avg=9123.83, 90=8431, 99=33439, 99.9=43743, 99.99=113279] 
2025-02-02 00:13:51:074 490 sec: 42089 operations; 109.9 current ops/sec; est completion in 3 hours 5 minutes [INSERT: Count=1099, Max=111679, Min=5580, Avg=9112.21, 90=8439, 99=35999, 99.9=66943, 99.99=111679] 
2025-02-02 00:14:01:074 500 sec: 43202 operations; 111.3 current ops/sec; est completion in 3 hours 4 minutes [INSERT: Count=1113, Max=43071, Min=6868, Avg=8971.17, 90=8439, 99=30271, 99.9=42047, 99.99=43071] 
2025-02-02 00:14:11:074 510 sec: 44302 operations; 110 current ops/sec; est completion in 3 hours 3 minutes [INSERT: Count=1100, Max=50527, Min=5924, Avg=9071.39, 90=8439, 99=32239, 99.9=50015, 99.99=50527] 
2025-02-02 00:14:21:074 520 sec: 45382 operations; 108 current ops/sec; est completion in 3 hours 2 minutes [INSERT: Count=1080, Max=150015, Min=5580, Avg=9246.28, 90=8447, 99=33439, 99.9=91391, 99.99=150015] 
2025-02-02 00:14:31:074 530 sec: 46494 operations; 111.2 current ops/sec; est completion in 3 hours 1 minute [INSERT: Count=1112, Max=43039, Min=7152, Avg=8976.36, 90=8439, 99=31183, 99.9=41951, 99.99=43039] 
2025-02-02 00:14:41:074 540 sec: 47600 operations; 110.6 current ops/sec; est completion in 3 hours [INSERT: Count=1106, Max=42847, Min=6280, Avg=9029.11, 90=8423, 99=31215, 99.9=42783, 99.99=42847] 
2025-02-02 00:14:51:074 550 sec: 48711 operations; 111.1 current ops/sec; est completion in 2 hours 59 minutes [INSERT: Count=1111, Max=43583, Min=6444, Avg=8987.51, 90=8439, 99=30991, 99.9=42751, 99.99=43583] 
2025-02-02 00:15:01:074 560 sec: 49830 operations; 111.9 current ops/sec; est completion in 2 hours 57 minutes [INSERT: Count=1119, Max=43423, Min=5596, Avg=8911.32, 90=8439, 99=30863, 99.9=43359, 99.99=43423] 
2025-02-02 00:15:11:074 570 sec: 50885 operations; 105.5 current ops/sec; est completion in 2 hours 57 minutes [INSERT: Count=1055, Max=151167, Min=6244, Avg=9474.35, 90=8431, 99=41439, 99.9=120831, 99.99=151167] 
2025-02-02 00:15:21:074 580 sec: 51995 operations; 111 current ops/sec; est completion in 2 hours 56 minutes [INSERT: Count=1110, Max=43647, Min=6288, Avg=8997.66, 90=8423, 99=31855, 99.9=43551, 99.99=43647] 
2025-02-02 00:15:31:074 590 sec: 53100 operations; 110.5 current ops/sec; est completion in 2 hours 55 minutes [INSERT: Count=1105, Max=91007, Min=6680, Avg=9036.95, 90=8431, 99=30799, 99.9=58591, 99.99=91007] 
2025-02-02 00:15:41:074 600 sec: 54200 operations; 110 current ops/sec; est completion in 2 hours 54 minutes [INSERT: Count=1100, Max=46687, Min=5580, Avg=9076.06, 90=8431, 99=32239, 99.9=42719, 99.99=46687] 
2025-02-02 00:15:51:074 610 sec: 55276 operations; 107.6 current ops/sec; est completion in 2 hours 53 minutes [INSERT: Count=1076, Max=116671, Min=6944, Avg=9280.57, 90=8439, 99=33631, 99.9=91775, 99.99=116671] 
2025-02-02 00:16:01:074 620 sec: 56374 operations; 109.8 current ops/sec; est completion in 2 hours 52 minutes [INSERT: Count=1098, Max=92159, Min=7140, Avg=9094.2, 90=8439, 99=31679, 99.9=51007, 99.99=92159] 
2025-02-02 00:16:11:074 630 sec: 57475 operations; 110.1 current ops/sec; est completion in 2 hours 52 minutes [INSERT: Count=1101, Max=55295, Min=5648, Avg=9034.44, 90=8431, 99=33631, 99.9=51199, 99.99=55295] 
2025-02-02 00:16:21:074 640 sec: 58559 operations; 108.4 current ops/sec; est completion in 2 hours 51 minutes [INSERT: Count=1084, Max=138239, Min=6884, Avg=9245.26, 90=8431, 99=41663, 99.9=103551, 99.99=138239] 
2025-02-02 00:16:31:074 650 sec: 59662 operations; 110.3 current ops/sec; est completion in 2 hours 50 minutes [INSERT: Count=1103, Max=50367, Min=5760, Avg=9046.79, 90=8447, 99=32223, 99.9=46623, 99.99=50367] 
2025-02-02 00:16:41:074 660 sec: 60768 operations; 110.6 current ops/sec; est completion in 2 hours 50 minutes [INSERT: Count=1106, Max=83583, Min=7356, Avg=9028.71, 90=8431, 99=30799, 99.9=50239, 99.99=83583] 
2025-02-02 00:16:51:074 670 sec: 61873 operations; 110.5 current ops/sec; est completion in 2 hours 49 minutes [INSERT: Count=1105, Max=49695, Min=5600, Avg=9040.74, 90=8431, 99=33439, 99.9=43615, 99.99=49695] 
2025-02-02 00:17:01:074 680 sec: 62949 operations; 107.6 current ops/sec; est completion in 2 hours 48 minutes [INSERT: Count=1076, Max=124863, Min=7180, Avg=9277.53, 90=8431, 99=41759, 99.9=74751, 99.99=124863] 
2025-02-02 00:17:11:074 690 sec: 64055 operations; 110.6 current ops/sec; est completion in 2 hours 48 minutes [INSERT: Count=1106, Max=43679, Min=6420, Avg=9032.8, 90=8447, 99=32031, 99.9=43551, 99.99=43679] 
2025-02-02 00:17:21:074 700 sec: 65143 operations; 108.8 current ops/sec; est completion in 2 hours 47 minutes [INSERT: Count=1088, Max=100415, Min=6468, Avg=9181.87, 90=8447, 99=33759, 99.9=48735, 99.99=100415] 
2025-02-02 00:17:31:074 710 sec: 66257 operations; 111.4 current ops/sec; est completion in 2 hours 46 minutes [INSERT: Count=1114, Max=42783, Min=5604, Avg=8968.63, 90=8439, 99=30943, 99.9=41887, 99.99=42783] 
2025-02-02 00:17:41:074 720 sec: 67338 operations; 108.1 current ops/sec; est completion in 2 hours 46 minutes [INSERT: Count=1081, Max=126719, Min=7312, Avg=9236.52, 90=8447, 99=33311, 99.9=106815, 99.99=126719] 
2025-02-02 00:17:51:074 730 sec: 68437 operations; 109.9 current ops/sec; est completion in 2 hours 45 minutes [INSERT: Count=1099, Max=58463, Min=6812, Avg=9088.75, 90=8447, 99=32271, 99.9=43935, 99.99=58463] 
2025-02-02 00:18:01:074 740 sec: 69543 operations; 110.6 current ops/sec; est completion in 2 hours 45 minutes [INSERT: Count=1106, Max=58943, Min=6044, Avg=9031.39, 90=8431, 99=31439, 99.9=55871, 99.99=58943] 
2025-02-02 00:18:11:074 750 sec: 70652 operations; 110.9 current ops/sec; est completion in 2 hours 44 minutes [INSERT: Count=1109, Max=66751, Min=5716, Avg=9005.78, 90=8431, 99=31599, 99.9=63391, 99.99=66751] 
2025-02-02 00:18:21:074 760 sec: 71721 operations; 106.9 current ops/sec; est completion in 2 hours 43 minutes [INSERT: Count=1069, Max=159743, Min=7400, Avg=9343.68, 90=8447, 99=33983, 99.9=87935, 99.99=159743] 
2025-02-02 00:18:31:074 770 sec: 72823 operations; 110.2 current ops/sec; est completion in 2 hours 43 minutes [INSERT: Count=1102, Max=78911, Min=5600, Avg=9064.02, 90=8447, 99=32143, 99.9=44991, 99.99=78911] 
2025-02-02 00:18:41:074 780 sec: 73937 operations; 111.4 current ops/sec; est completion in 2 hours 42 minutes [INSERT: Count=1114, Max=43519, Min=5664, Avg=8962.51, 90=8447, 99=30687, 99.9=42271, 99.99=43519] 
2025-02-02 00:18:51:074 790 sec: 75031 operations; 109.4 current ops/sec; est completion in 2 hours 42 minutes [INSERT: Count=1094, Max=107775, Min=7720, Avg=9134.61, 90=8439, 99=30783, 99.9=75647, 99.99=107775] 
2025-02-02 00:19:01:074 800 sec: 76142 operations; 111.1 current ops/sec; est completion in 2 hours 41 minutes [INSERT: Count=1111, Max=43423, Min=5848, Avg=8983.85, 90=8431, 99=30703, 99.9=43391, 99.99=43423] 
2025-02-02 00:19:11:074 810 sec: 77251 operations; 110.9 current ops/sec; est completion in 2 hours 41 minutes [INSERT: Count=1109, Max=43999, Min=6456, Avg=9008.25, 90=8431, 99=31775, 99.9=43231, 99.99=43999] 
2025-02-02 00:19:21:074 820 sec: 78360 operations; 110.9 current ops/sec; est completion in 2 hours 40 minutes [INSERT: Count=1109, Max=50271, Min=5620, Avg=9008.95, 90=8423, 99=32223, 99.9=43647, 99.99=50271] 
2025-02-02 00:19:31:074 830 sec: 79430 operations; 107 current ops/sec; est completion in 2 hours 40 minutes [INSERT: Count=1070, Max=129151, Min=6276, Avg=9331.24, 90=8439, 99=33407, 99.9=98879, 99.99=129151] 
2025-02-02 00:19:41:074 840 sec: 80538 operations; 110.8 current ops/sec; est completion in 2 hours 39 minutes [INSERT: Count=1108, Max=54079, Min=6572, Avg=9015.07, 90=8439, 99=31935, 99.9=50335, 99.99=54079] 
2025-02-02 00:19:51:074 850 sec: 81654 operations; 111.6 current ops/sec; est completion in 2 hours 39 minutes [INSERT: Count=1116, Max=51775, Min=5840, Avg=8951.75, 90=8431, 99=30671, 99.9=43359, 99.99=51775] 
2025-02-02 00:20:01:074 860 sec: 82759 operations; 110.5 current ops/sec; est completion in 2 hours 38 minutes [INSERT: Count=1105, Max=58943, Min=5596, Avg=9035, 90=8439, 99=35647, 99.9=43647, 99.99=58943] 
2025-02-02 00:20:11:074 870 sec: 83823 operations; 106.4 current ops/sec; est completion in 2 hours 38 minutes [INSERT: Count=1064, Max=120383, Min=6456, Avg=9390.47, 90=8423, 99=37887, 99.9=113023, 99.99=120383] 
2025-02-02 00:20:21:074 880 sec: 84929 operations; 110.6 current ops/sec; est completion in 2 hours 38 minutes [INSERT: Count=1106, Max=55007, Min=6108, Avg=9032.7, 90=8431, 99=33503, 99.9=43615, 99.99=55007] 
2025-02-02 00:20:31:074 890 sec: 86026 operations; 109.7 current ops/sec; est completion in 2 hours 37 minutes [INSERT: Count=1097, Max=92095, Min=6044, Avg=9102.88, 90=8431, 99=30895, 99.9=58719, 99.99=92095] 
2025-02-02 00:20:41:074 900 sec: 87106 operations; 108 current ops/sec; est completion in 2 hours 37 minutes [INSERT: Count=1080, Max=166783, Min=5644, Avg=9248.16, 90=8431, 99=33471, 99.9=114431, 99.99=166783] 
2025-02-02 00:20:51:074 910 sec: 88205 operations; 109.9 current ops/sec; est completion in 2 hours 36 minutes [INSERT: Count=1099, Max=59487, Min=6908, Avg=9088.88, 90=8439, 99=32159, 99.9=53439, 99.99=59487] 
2025-02-02 00:21:01:074 920 sec: 89313 operations; 110.8 current ops/sec; est completion in 2 hours 36 minutes [INSERT: Count=1108, Max=43071, Min=7120, Avg=9016.93, 90=8439, 99=33407, 99.9=42943, 99.99=43071] 
2025-02-02 00:21:11:074 930 sec: 90414 operations; 110.1 current ops/sec; est completion in 2 hours 35 minutes [INSERT: Count=1101, Max=50271, Min=5596, Avg=9067.14, 90=8431, 99=32159, 99.9=43039, 99.99=50271] 
2025-02-02 00:21:21:074 940 sec: 91496 operations; 108.2 current ops/sec; est completion in 2 hours 35 minutes [INSERT: Count=1082, Max=168959, Min=6460, Avg=9235.28, 90=8439, 99=40447, 99.9=67775, 99.99=168959] 
2025-02-02 00:21:31:074 950 sec: 92591 operations; 109.5 current ops/sec; est completion in 2 hours 35 minutes [INSERT: Count=1095, Max=53183, Min=6224, Avg=9115.93, 90=8439, 99=33599, 99.9=43775, 99.99=53183] 
2025-02-02 00:21:41:074 960 sec: 93706 operations; 111.5 current ops/sec; est completion in 2 hours 34 minutes [INSERT: Count=1115, Max=42847, Min=6208, Avg=8959.12, 90=8415, 99=31359, 99.9=42751, 99.99=42847] 
2025-02-02 00:21:51:074 970 sec: 94810 operations; 110.4 current ops/sec; est completion in 2 hours 34 minutes [INSERT: Count=1104, Max=66047, Min=5636, Avg=9050.85, 90=8447, 99=32175, 99.9=50303, 99.99=66047] 
2025-02-02 00:22:01:074 980 sec: 95885 operations; 107.5 current ops/sec; est completion in 2 hours 34 minutes [INSERT: Count=1075, Max=126847, Min=5688, Avg=9286.92, 90=8447, 99=31871, 99.9=100223, 99.99=126847] 
2025-02-02 00:22:11:074 990 sec: 96990 operations; 110.5 current ops/sec; est completion in 2 hours 33 minutes [INSERT: Count=1105, Max=100351, Min=6176, Avg=9041.02, 90=8447, 99=31327, 99.9=50207, 99.99=100351] 
2025-02-02 00:22:21:074 1000 sec: 98090 operations; 110 current ops/sec; est completion in 2 hours 33 minutes [INSERT: Count=1100, Max=66751, Min=6348, Avg=9081.17, 90=8439, 99=31343, 99.9=43743, 99.99=66751] 
