[WARN]  Running against a source checkout. In order to get our runtime dependencies we'll have to invoke Maven. Depending on the state of your system, this may take ~30-45 seconds
[DEBUG]  Running 'mvn -pl site.ycsb:foundationdb-binding -am package -DskipTests dependency:build-classpath -DincludeScope=compile -Dmdep.outputFilterFile=true'
java -cp /users/gyming/YCSB/foundationdb/conf:/users/gyming/YCSB/foundationdb/target/foundationdb-binding-0.18.0-SNAPSHOT.jar:/users/gyming/.m2/repository/org/apache/htrace/htrace-core4/4.1.0-incubating/htrace-core4-4.1.0-incubating.jar:/users/gyming/.m2/repository/org/slf4j/slf4j-api/1.7.25/slf4j-api-1.7.25.jar:/users/gyming/YCSB/foundationdb/fdb-java-7.2.5.jar:/users/gyming/.m2/repository/org/hdrhistogram/HdrHistogram/2.1.4/HdrHistogram-2.1.4.jar:/users/gyming/.m2/repository/org/slf4j/slf4j-log4j12/1.7.10/slf4j-log4j12-1.7.10.jar:/users/gyming/.m2/repository/log4j/log4j/1.2.17/log4j-1.2.17.jar:/users/gyming/.m2/repository/org/codehaus/jackson/jackson-mapper-asl/1.9.4/jackson-mapper-asl-1.9.4.jar:/users/gyming/.m2/repository/org/codehaus/jackson/jackson-core-asl/1.9.4/jackson-core-asl-1.9.4.jar:/users/gyming/YCSB/core/target/core-0.18.0-SNAPSHOT.jar site.ycsb.Client -db site.ycsb.db.foundationdb.FoundationDBClient -P /users/gyming/run_ycsb/workloads/1GB/workload_insert -threads 1 -s -load
Command line: -db site.ycsb.db.foundationdb.FoundationDBClient -P /users/gyming/run_ycsb/workloads/1GB/workload_insert -threads 1 -s -load
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
log4j:WARN No appenders could be found for logger (org.apache.htrace.core.Tracer).
log4j:WARN Please initialize the log4j system properly.
log4j:WARN See http://logging.apache.org/log4j/1.2/faq.html#noconfig for more info.
Starting test.
normal
start running at 2025.01.31.18:55:43
2025-01-31 18:55:43:723 0 sec: 0 operations; est completion in 0 second 
amd64
/lib/linux/amd64/libfdb_c.so
amd64
/lib/linux/amd64/libfdb_java.so
Open normal subspace
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2025-01-31 18:55:53:665 10 sec: 228 operations; 22.8 current ops/sec; est completion in 12 hours 10 minutes [INSERT: Count=228, Max=102335, Min=33248, Avg=40314.11, 90=41823, 99=83391, 99.9=102335, 99.99=102335] 
2025-01-31 18:57:43:665 120 sec: 2943 operations; 24.2 current ops/sec; est completion in 11 hours 17 minutes [INSERT: Count=242, Max=167039, Min=30480, Avg=41323.54, 90=43391, 99=83519, 99.9=167039, 99.99=167039] 
2025-01-31 18:57:53:665 130 sec: 3189 operations; 24.6 current ops/sec; est completion in 11 hours 17 minutes [INSERT: Count=246, Max=75199, Min=33248, Avg=40550.24, 90=45151, 99=59487, 99.9=75199, 99.99=75199] 
2025-01-31 18:58:03:665 140 sec: 3438 operations; 24.9 current ops/sec; est completion in 11 hours 16 minutes [INSERT: Count=249, Max=76415, Min=32032, Avg=40198.97, 90=42271, 99=58495, 99.9=76415, 99.99=76415] 
2025-01-31 18:58:13:665 150 sec: 3684 operations; 24.6 current ops/sec; est completion in 11 hours 16 minutes [INSERT: Count=246, Max=141823, Min=32672, Avg=40617.69, 90=42847, 99=83647, 99.9=141823, 99.99=141823] 
2025-01-31 18:58:23:665 160 sec: 3931 operations; 24.7 current ops/sec; est completion in 11 hours 15 minutes [INSERT: Count=247, Max=100159, Min=32960, Avg=40356.66, 90=45055, 99=66751, 99.9=100159, 99.99=100159] 
2025-01-31 18:58:33:665 170 sec: 4694 operations; 76.3 current ops/sec; est completion in 10 hours [INSERT: Count=763, Max=83583, Min=5792, Avg=13109.89, 90=33439, 99=50303, 99.9=83391, 99.99=83583] 
2025-01-31 18:58:43:665 180 sec: 5813 operations; 111.9 current ops/sec; est completion in 8 hours 33 minutes [INSERT: Count=1119, Max=46111, Min=5172, Avg=8907.89, 90=8415, 99=28159, 99.9=36991, 99.99=46111] 
2025-01-31 18:58:53:665 190 sec: 6910 operations; 109.7 current ops/sec; est completion in 7 hours 35 minutes [INSERT: Count=1097, Max=113151, Min=6300, Avg=9092.58, 90=8431, 99=25183, 99.9=90943, 99.99=113151] 
2025-01-31 18:59:03:665 200 sec: 8032 operations; 112.2 current ops/sec; est completion in 6 hours 51 minutes [INSERT: Count=1122, Max=41791, Min=6116, Avg=8893.47, 90=8423, 99=27919, 99.9=34815, 99.99=41791] 
2025-01-31 18:59:13:665 210 sec: 9158 operations; 112.6 current ops/sec; est completion in 6 hours 18 minutes [INSERT: Count=1126, Max=42111, Min=5416, Avg=8868.29, 90=8423, 99=26719, 99.9=33727, 99.99=42111] 
2025-01-31 18:59:23:665 220 sec: 10260 operations; 110.2 current ops/sec; est completion in 5 hours 53 minutes [INSERT: Count=1102, Max=127679, Min=5356, Avg=9057.15, 90=8423, 99=28591, 99.9=89279, 99.99=127679] 
2025-01-31 18:59:33:665 230 sec: 11381 operations; 112.1 current ops/sec; est completion in 5 hours 33 minutes [INSERT: Count=1121, Max=66815, Min=6204, Avg=8904.8, 90=8423, 99=28271, 99.9=34687, 99.99=66815] 
2025-01-31 18:59:43:665 240 sec: 12498 operations; 111.7 current ops/sec; est completion in 5 hours 16 minutes [INSERT: Count=1117, Max=36447, Min=5740, Avg=8936.63, 90=8415, 99=27615, 99.9=34335, 99.99=36447] 
2025-01-31 18:59:53:665 250 sec: 13610 operations; 111.2 current ops/sec; est completion in 5 hours 1 minute [INSERT: Count=1113, Max=108415, Min=4784, Avg=8975.25, 90=8415, 99=26863, 99.9=74815, 99.99=108415] 
2025-01-31 19:00:03:665 260 sec: 14715 operations; 110.5 current ops/sec; est completion in 4 hours 50 minutes [INSERT: Count=1104, Max=96447, Min=5732, Avg=9043.19, 90=8423, 99=31311, 99.9=69055, 99.99=96447] 
2025-01-31 19:00:13:665 270 sec: 15841 operations; 112.6 current ops/sec; est completion in 4 hours 39 minutes [INSERT: Count=1126, Max=42079, Min=6756, Avg=8866.25, 90=8431, 99=25119, 99.9=41599, 99.99=42079] 
2025-01-31 19:00:23:665 280 sec: 16961 operations; 112 current ops/sec; est completion in 4 hours 30 minutes [INSERT: Count=1120, Max=75519, Min=5912, Avg=8911.38, 90=8423, 99=26895, 99.9=35039, 99.99=75519] 
2025-01-31 19:00:33:665 290 sec: 18061 operations; 110 current ops/sec; est completion in 4 hours 22 minutes [INSERT: Count=1100, Max=89599, Min=5140, Avg=9074.83, 90=8423, 99=26495, 99.9=86271, 99.99=89599] 
2025-01-31 19:00:43:665 300 sec: 19184 operations; 112.3 current ops/sec; est completion in 4 hours 15 minutes [INSERT: Count=1124, Max=41759, Min=5556, Avg=8889.61, 90=8407, 99=28591, 99.9=41759, 99.99=41759] 
2025-01-31 19:00:53:665 310 sec: 20309 operations; 112.5 current ops/sec; est completion in 4 hours 9 minutes [INSERT: Count=1124, Max=40927, Min=5308, Avg=8881.1, 90=8431, 99=27167, 99.9=34911, 99.99=40927] 
2025-01-31 19:01:03:665 320 sec: 21433 operations; 112.4 current ops/sec; est completion in 4 hours 3 minutes [INSERT: Count=1124, Max=40895, Min=5272, Avg=8879.59, 90=8431, 99=26975, 99.9=33791, 99.99=40895] 
2025-01-31 19:01:13:665 330 sec: 22537 operations; 110.4 current ops/sec; est completion in 3 hours 58 minutes [INSERT: Count=1104, Max=83519, Min=5476, Avg=9042.25, 90=8431, 99=26399, 99.9=81471, 99.99=83519] 
2025-01-31 19:01:23:665 340 sec: 23664 operations; 112.7 current ops/sec; est completion in 3 hours 53 minutes [INSERT: Count=1127, Max=34303, Min=7432, Avg=8862.13, 90=8431, 99=25055, 99.9=33247, 99.99=34303] 
2025-01-31 19:01:33:665 350 sec: 24787 operations; 112.3 current ops/sec; est completion in 3 hours 49 minutes [INSERT: Count=1124, Max=57439, Min=6056, Avg=8884.82, 90=8431, 99=25935, 99.9=41919, 99.99=57439] 
2025-01-31 19:01:43:665 360 sec: 25889 operations; 110.19 current ops/sec; est completion in 3 hours 45 minutes [INSERT: Count=1101, Max=98879, Min=5436, Avg=9065.56, 90=8423, 99=27903, 99.9=66815, 99.99=98879] 
2025-01-31 19:01:53:665 370 sec: 26999 operations; 111.01 current ops/sec; est completion in 3 hours 42 minutes [INSERT: Count=1110, Max=78271, Min=6096, Avg=8994.75, 90=8415, 99=28415, 99.9=41855, 99.99=78271] 
2025-01-31 19:02:03:665 380 sec: 28127 operations; 112.8 current ops/sec; est completion in 3 hours 38 minutes [INSERT: Count=1128, Max=43167, Min=6400, Avg=8849.95, 90=8431, 99=25135, 99.9=34239, 99.99=43167] 
2025-01-31 19:02:13:665 390 sec: 29247 operations; 112 current ops/sec; est completion in 3 hours 35 minutes [INSERT: Count=1121, Max=52223, Min=5972, Avg=8910.89, 90=8415, 99=29167, 99.9=34687, 99.99=52223] 
2025-01-31 19:02:23:665 400 sec: 30357 operations; 111 current ops/sec; est completion in 3 hours 32 minutes [INSERT: Count=1109, Max=124735, Min=4988, Avg=9001.26, 90=8415, 99=28191, 99.9=58591, 99.99=124735] 
2025-01-31 19:02:33:665 410 sec: 31479 operations; 112.2 current ops/sec; est completion in 3 hours 30 minutes [INSERT: Count=1122, Max=63263, Min=5032, Avg=8898.4, 90=8415, 99=27983, 99.9=33567, 99.99=63263] 
2025-01-31 19:02:43:665 420 sec: 32607 operations; 112.79 current ops/sec; est completion in 3 hours 27 minutes [INSERT: Count=1128, Max=41855, Min=5728, Avg=8850.05, 90=8415, 99=28015, 99.9=34943, 99.99=41855] 
2025-01-31 19:02:53:665 430 sec: 33719 operations; 111.21 current ops/sec; est completion in 3 hours 25 minutes [INSERT: Count=1112, Max=85247, Min=5012, Avg=8973.04, 90=8415, 99=28063, 99.9=47103, 99.99=85247] 
2025-01-31 19:03:03:665 440 sec: 34844 operations; 112.5 current ops/sec; est completion in 3 hours 23 minutes [INSERT: Count=1125, Max=42207, Min=4720, Avg=8874.65, 90=8415, 99=26799, 99.9=35103, 99.99=42207] 
2025-01-31 19:03:13:665 450 sec: 35960 operations; 111.6 current ops/sec; est completion in 3 hours 21 minutes [INSERT: Count=1117, Max=56223, Min=5356, Avg=8944.81, 90=8423, 99=27183, 99.9=45983, 99.99=56223] 
2025-01-31 19:03:23:665 460 sec: 37082 operations; 112.2 current ops/sec; est completion in 3 hours 19 minutes [INSERT: Count=1121, Max=48095, Min=5136, Avg=8904.43, 90=8423, 99=27919, 99.9=41951, 99.99=48095] 
2025-01-31 19:03:33:665 470 sec: 38191 operations; 110.89 current ops/sec; est completion in 3 hours 17 minutes [INSERT: Count=1109, Max=90751, Min=5952, Avg=8999.98, 90=8407, 99=28543, 99.9=81599, 99.99=90751] 
2025-01-31 19:03:43:665 480 sec: 39300 operations; 110.9 current ops/sec; est completion in 3 hours 15 minutes [INSERT: Count=1109, Max=66879, Min=5012, Avg=9002.85, 90=8407, 99=33343, 99.9=50239, 99.99=66879] 
2025-01-31 19:03:53:665 490 sec: 40426 operations; 112.61 current ops/sec; est completion in 3 hours 13 minutes [INSERT: Count=1126, Max=50239, Min=5396, Avg=8866.14, 90=8407, 99=25951, 99.9=34783, 99.99=50239] 
2025-01-31 19:04:03:665 500 sec: 41551 operations; 112.49 current ops/sec; est completion in 3 hours 12 minutes [INSERT: Count=1125, Max=42239, Min=5048, Avg=8879.8, 90=8423, 99=27439, 99.9=34335, 99.99=42239] 
2025-01-31 19:04:13:665 510 sec: 42659 operations; 110.81 current ops/sec; est completion in 3 hours 10 minutes [INSERT: Count=1108, Max=99391, Min=4996, Avg=9010.32, 90=8415, 99=31647, 99.9=92351, 99.99=99391] 
2025-01-31 19:04:23:665 520 sec: 43775 operations; 111.6 current ops/sec; est completion in 3 hours 9 minutes [INSERT: Count=1116, Max=61887, Min=5124, Avg=8946.57, 90=8423, 99=28671, 99.9=44255, 99.99=61887] 
2025-01-31 19:04:33:665 530 sec: 44902 operations; 112.7 current ops/sec; est completion in 3 hours 7 minutes [INSERT: Count=1127, Max=37951, Min=6528, Avg=8857.8, 90=8431, 99=25023, 99.9=34591, 99.99=37951] 
2025-01-31 19:04:43:665 540 sec: 46011 operations; 110.9 current ops/sec; est completion in 3 hours 6 minutes [INSERT: Count=1109, Max=107263, Min=4884, Avg=9007, 90=8431, 99=28383, 99.9=42847, 99.99=107263] 
2025-01-31 19:04:53:665 550 sec: 47130 operations; 111.9 current ops/sec; est completion in 3 hours 5 minutes [INSERT: Count=1119, Max=41919, Min=4992, Avg=8922.28, 90=8415, 99=33151, 99.9=41887, 99.99=41919] 
2025-01-31 19:05:03:665 560 sec: 48232 operations; 110.2 current ops/sec; est completion in 3 hours 4 minutes [INSERT: Count=1102, Max=89407, Min=6972, Avg=9058.79, 90=8415, 99=33343, 99.9=61727, 99.99=89407] 
2025-01-31 19:05:13:665 570 sec: 49340 operations; 110.8 current ops/sec; est completion in 3 hours 3 minutes [INSERT: Count=1108, Max=112831, Min=5808, Avg=9008.71, 90=8423, 99=26815, 99.9=55487, 99.99=112831] 
2025-01-31 19:05:23:665 580 sec: 50459 operations; 111.9 current ops/sec; est completion in 3 hours 1 minute [INSERT: Count=1119, Max=83647, Min=4548, Avg=8920.15, 90=8415, 99=26719, 99.9=41823, 99.99=83647] 
2025-01-31 19:05:33:665 590 sec: 51581 operations; 112.2 current ops/sec; est completion in 3 hours [INSERT: Count=1122, Max=49311, Min=6152, Avg=8898.89, 90=8415, 99=28431, 99.9=41727, 99.99=49311] 
2025-01-31 19:05:43:665 600 sec: 52702 operations; 112.1 current ops/sec; est completion in 2 hours 59 minutes [INSERT: Count=1121, Max=43999, Min=5088, Avg=8900.37, 90=8431, 99=27935, 99.9=35007, 99.99=43999] 
2025-01-31 19:05:53:665 610 sec: 53802 operations; 109.99 current ops/sec; est completion in 2 hours 58 minutes [INSERT: Count=1100, Max=96255, Min=6628, Avg=9073.06, 90=8423, 99=30191, 99.9=73663, 99.99=96255] 
2025-01-31 19:06:03:665 620 sec: 54926 operations; 112.41 current ops/sec; est completion in 2 hours 57 minutes [INSERT: Count=1124, Max=52031, Min=4960, Avg=8881.65, 90=8407, 99=25087, 99.9=34335, 99.99=52031] 
2025-01-31 19:06:13:665 630 sec: 56037 operations; 111.1 current ops/sec; est completion in 2 hours 56 minutes [INSERT: Count=1111, Max=70463, Min=6376, Avg=8986.23, 90=8415, 99=28383, 99.9=33791, 99.99=70463] 
2025-01-31 19:06:23:665 640 sec: 57150 operations; 111.3 current ops/sec; est completion in 2 hours 55 minutes [INSERT: Count=1113, Max=101631, Min=5248, Avg=8976.62, 90=8415, 99=25135, 99.9=48863, 99.99=101631] 
2025-01-31 19:06:33:665 650 sec: 58278 operations; 112.8 current ops/sec; est completion in 2 hours 55 minutes [INSERT: Count=1128, Max=50751, Min=4668, Avg=8848.17, 90=8423, 99=25967, 99.9=41887, 99.99=50751] 
2025-01-31 19:06:43:665 660 sec: 59398 operations; 112 current ops/sec; est completion in 2 hours 54 minutes [INSERT: Count=1120, Max=41887, Min=5664, Avg=8914.64, 90=8431, 99=26303, 99.9=41823, 99.99=41887] 
2025-01-31 19:06:53:665 670 sec: 60506 operations; 110.79 current ops/sec; est completion in 2 hours 53 minutes [INSERT: Count=1108, Max=95231, Min=4968, Avg=9009.61, 90=8431, 99=25119, 99.9=78911, 99.99=95231] 
2025-01-31 19:07:03:665 680 sec: 61620 operations; 111.41 current ops/sec; est completion in 2 hours 52 minutes [INSERT: Count=1115, Max=60031, Min=4744, Avg=8949.53, 90=8415, 99=28495, 99.9=41951, 99.99=60031] 
2025-01-31 19:07:13:665 690 sec: 62744 operations; 112.4 current ops/sec; est completion in 2 hours 51 minutes [INSERT: Count=1123, Max=55071, Min=4932, Avg=8891.89, 90=8415, 99=26367, 99.9=42463, 99.99=55071] 
2025-01-31 19:07:23:665 700 sec: 63867 operations; 112.29 current ops/sec; est completion in 2 hours 51 minutes [INSERT: Count=1123, Max=42143, Min=6388, Avg=8893.71, 90=8423, 99=25263, 99.9=34559, 99.99=42143] 
2025-01-31 19:07:33:665 710 sec: 64979 operations; 111.21 current ops/sec; est completion in 2 hours 50 minutes [INSERT: Count=1112, Max=100287, Min=5496, Avg=8980.36, 90=8423, 99=27823, 99.9=50975, 99.99=100287] 
2025-01-31 19:07:43:665 720 sec: 66093 operations; 111.39 current ops/sec; est completion in 2 hours 49 minutes [INSERT: Count=1114, Max=69567, Min=5544, Avg=8962.41, 90=8423, 99=27087, 99.9=47327, 99.99=69567] 
2025-01-31 19:07:53:665 730 sec: 67215 operations; 112.2 current ops/sec; est completion in 2 hours 48 minutes [INSERT: Count=1122, Max=61055, Min=5228, Avg=8901.91, 90=8431, 99=26175, 99.9=34623, 99.99=61055] 
2025-01-31 19:08:03:665 740 sec: 68332 operations; 111.7 current ops/sec; est completion in 2 hours 48 minutes [INSERT: Count=1117, Max=66879, Min=6192, Avg=8948.14, 90=8431, 99=26767, 99.9=42111, 99.99=66879] 
2025-01-31 19:08:13:665 750 sec: 69439 operations; 110.71 current ops/sec; est completion in 2 hours 47 minutes [INSERT: Count=1107, Max=95935, Min=5372, Avg=9020.79, 90=8431, 99=28639, 99.9=93055, 99.99=95935] 
2025-01-31 19:08:23:665 760 sec: 70560 operations; 112.1 current ops/sec; est completion in 2 hours 46 minutes [INSERT: Count=1121, Max=44575, Min=4920, Avg=8895.38, 90=8431, 99=25087, 99.9=41791, 99.99=44575] 
2025-01-31 19:08:33:665 770 sec: 71678 operations; 111.8 current ops/sec; est completion in 2 hours 46 minutes [INSERT: Count=1118, Max=54431, Min=4772, Avg=8932.64, 90=8431, 99=27999, 99.9=34527, 99.99=54431] 
2025-01-31 19:08:43:665 780 sec: 72796 operations; 111.79 current ops/sec; est completion in 2 hours 45 minutes [INSERT: Count=1119, Max=99903, Min=5120, Avg=8931.3, 90=8423, 99=28687, 99.9=34911, 99.99=99903] 
2025-01-31 19:08:53:665 790 sec: 73905 operations; 110.91 current ops/sec; est completion in 2 hours 45 minutes [INSERT: Count=1108, Max=100351, Min=5740, Avg=9011.51, 90=8431, 99=28463, 99.9=34847, 99.99=100351] 
2025-01-31 19:09:03:665 800 sec: 75020 operations; 111.5 current ops/sec; est completion in 2 hours 44 minutes [INSERT: Count=1115, Max=74367, Min=4584, Avg=8955, 90=8431, 99=27055, 99.9=46079, 99.99=74367] 
2025-01-31 19:09:13:665 810 sec: 76148 operations; 112.8 current ops/sec; est completion in 2 hours 43 minutes [INSERT: Count=1128, Max=34271, Min=5748, Avg=8853.8, 90=8431, 99=26655, 99.9=33855, 99.99=34271] 
2025-01-31 19:09:23:665 820 sec: 77256 operations; 110.79 current ops/sec; est completion in 2 hours 43 minutes [INSERT: Count=1108, Max=80319, Min=6736, Avg=9012.21, 90=8431, 99=28175, 99.9=69503, 99.99=80319] 
2025-01-31 19:09:33:665 830 sec: 78380 operations; 112.4 current ops/sec; est completion in 2 hours 42 minutes [INSERT: Count=1124, Max=51839, Min=4684, Avg=8890.35, 90=8415, 99=26783, 99.9=35135, 99.99=51839] 
2025-01-31 19:09:43:665 840 sec: 79502 operations; 112.2 current ops/sec; est completion in 2 hours 42 minutes [INSERT: Count=1122, Max=54303, Min=5148, Avg=8901.9, 90=8431, 99=27967, 99.9=42079, 99.99=54303] 
2025-01-31 19:09:53:665 850 sec: 80613 operations; 111.1 current ops/sec; est completion in 2 hours 41 minutes [INSERT: Count=1111, Max=104063, Min=6512, Avg=8988.44, 90=8423, 99=28127, 99.9=57503, 99.99=104063] 
2025-01-31 19:10:03:665 860 sec: 81725 operations; 111.21 current ops/sec; est completion in 2 hours 41 minutes [INSERT: Count=1112, Max=117247, Min=6332, Avg=8980.15, 90=8423, 99=33311, 99.9=66879, 99.99=117247] 
2025-01-31 19:10:13:665 870 sec: 82844 operations; 111.9 current ops/sec; est completion in 2 hours 40 minutes [INSERT: Count=1119, Max=70399, Min=5932, Avg=8928.82, 90=8431, 99=25247, 99.9=46335, 99.99=70399] 
2025-01-31 19:10:23:665 880 sec: 83962 operations; 111.8 current ops/sec; est completion in 2 hours 40 minutes [INSERT: Count=1118, Max=81919, Min=5416, Avg=8933.23, 90=8423, 99=25855, 99.9=43839, 99.99=81919] 
2025-01-31 19:10:33:665 890 sec: 85064 operations; 110.19 current ops/sec; est completion in 2 hours 39 minutes [INSERT: Count=1102, Max=132095, Min=6496, Avg=9061.04, 90=8423, 99=28319, 99.9=90815, 99.99=132095] 
2025-01-31 19:10:43:665 900 sec: 86185 operations; 112.1 current ops/sec; est completion in 2 hours 39 minutes [INSERT: Count=1121, Max=34687, Min=5248, Avg=8900.64, 90=8439, 99=26991, 99.9=33791, 99.99=34687] 
2025-01-31 19:10:53:665 910 sec: 87307 operations; 112.2 current ops/sec; est completion in 2 hours 38 minutes [INSERT: Count=1122, Max=63039, Min=5004, Avg=8907.3, 90=8431, 99=25055, 99.9=34271, 99.99=63039] 
2025-01-31 19:11:03:665 920 sec: 88425 operations; 111.81 current ops/sec; est completion in 2 hours 38 minutes [INSERT: Count=1119, Max=50687, Min=5904, Avg=8933.07, 90=8431, 99=25631, 99.9=34655, 99.99=50687] 
2025-01-31 19:11:13:665 930 sec: 89542 operations; 111.7 current ops/sec; est completion in 2 hours 37 minutes [INSERT: Count=1116, Max=94079, Min=6132, Avg=8948.61, 90=8431, 99=28175, 99.9=42047, 99.99=94079] 
2025-01-31 19:11:23:665 940 sec: 90656 operations; 111.39 current ops/sec; est completion in 2 hours 37 minutes [INSERT: Count=1114, Max=83647, Min=5884, Avg=8962.53, 90=8439, 99=33471, 99.9=60223, 99.99=83647] 
2025-01-31 19:11:33:665 950 sec: 91785 operations; 112.91 current ops/sec; est completion in 2 hours 36 minutes [INSERT: Count=1129, Max=42591, Min=5124, Avg=8849.62, 90=8423, 99=28255, 99.9=41663, 99.99=42591] 
2025-01-31 19:11:43:665 960 sec: 92885 operations; 109.99 current ops/sec; est completion in 2 hours 36 minutes [INSERT: Count=1100, Max=123967, Min=6596, Avg=9075.35, 90=8423, 99=33279, 99.9=66751, 99.99=123967] 
2025-01-31 19:11:53:665 970 sec: 93999 operations; 111.4 current ops/sec; est completion in 2 hours 35 minutes [INSERT: Count=1115, Max=50559, Min=5648, Avg=8964.33, 90=8423, 99=28431, 99.9=41727, 99.99=50559] 
2025-01-31 19:12:03:665 980 sec: 95116 operations; 111.7 current ops/sec; est completion in 2 hours 35 minutes [INSERT: Count=1116, Max=70399, Min=4756, Avg=8946.68, 90=8439, 99=25103, 99.9=41855, 99.99=70399] 
2025-01-31 19:12:13:665 990 sec: 96222 operations; 110.6 current ops/sec; est completion in 2 hours 34 minutes [INSERT: Count=1106, Max=82751, Min=5048, Avg=9030.71, 90=8431, 99=27375, 99.9=67711, 99.99=82751] 
2025-01-31 19:12:23:665 1000 sec: 97338 operations; 111.6 current ops/sec; est completion in 2 hours 34 minutes [INSERT: Count=1116, Max=72511, Min=6592, Avg=8933.88, 90=8423, 99=30383, 99.9=34975, 99.99=72511] 
